MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,TotalSF,HouseAge,RemodAge,TotalBath,TotalPorchSF,HasGarage,HasBasement,HasFireplace,HasPool,QualityIndex,SalePrice
20,RL,80.0,8700,Pave,nan,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,148.0,3,4,CBlock,3,3,2,5,776,1,0,344,1120,GasA,4,1,SBrkr,1128,0,0,1128,1,0,2,0,3,1,3,6,Typ,0,0,Attchd,1963.0,2,2,525,3,3,Y,192,20,123,0,0,0,0,MnPrv,nan,0,12,2008,WD,Normal,2248,45,45,3.0,143,1,1,0,0,5.5,155000
180,RM,35.0,3675,Pave,nan,4,Lvl,AllPub,Inside,3,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,82.0,3,3,PConc,4,3,4,6,547,1,0,0,547,GasA,4,1,SBrkr,1072,0,0,1072,1,0,2,0,2,1,3,5,Typ,0,0,Basment,2005.0,3,2,525,3,3,Y,0,44,0,0,0,0,0,nan,nan,0,6,2006,New,Partial,1619,1,0,3.0,44,1,1,0,0,5.5,140000
60,RL,313.0,63887,Pave,nan,1,Bnk,AllPub,Corner,3,Edwards,Feedr,Norm,1Fam,2Story,10,5,2008,2008,Hip,ClyTile,Stucco,Stucco,Stone,796.0,5,3,PConc,5,3,4,6,5644,1,0,466,6110,GasA,5,1,SBrkr,4692,950,0,5642,2,0,2,1,3,1,5,12,Typ,3,4,Attchd,2008.0,3,2,1418,3,3,Y,214,292,0,0,0,480,3,nan,nan,0,1,2008,New,Partial,11752,0,0,4.5,292,1,1,1,1,7.5,160000
20,RL,75.0,7500,Pave,nan,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1994,Hip,CompShg,BrkFace,BrkFace,BrkFace,0.0,3,3,CBlock,3,3,1,2,340,3,906,0,1246,GasA,5,1,SBrkr,1246,0,0,1246,1,0,1,1,3,1,4,6,Typ,0,0,Attchd,1959.0,2,1,305,3,3,Y,218,0,0,0,0,0,0,GdPrv,nan,0,5,2010,WD,Normal,2492,51,16,2.5,0,1,1,0,0,6.0,154000
60,RL,69.0,10762,Pave,nan,3,Lvl,AllPub,CulDSac,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,4,3,PConc,4,3,1,6,694,1,0,284,978,GasA,5,1,SBrkr,1005,978,0,1983,0,0,2,1,3,1,4,9,Typ,1,3,Attchd,1999.0,3,2,490,3,3,Y,0,0,0,0,0,0,0,nan,nan,0,5,2009,WD,Normal,2961,10,10,2.5,0,1,1,1,0,6.0,225000
70,RL,69.0,7500,Pave,nan,3,Bnk,AllPub,Inside,3,Crawfor,Norm,Norm,1Fam,2Story,6,7,1942,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,3,3,CBlock,3,3,1,4,547,1,0,224,771,GasA,2,1,SBrkr,753,741,0,1494,0,0,1,0,3,1,4,7,Typ,2,4,Attchd,1942.0,1,1,213,3,3,P,0,0,0,0,224,0,0,nan,nan,0,11,2009,WD,Normal,2265,67,59,1.0,224,1,1,1,0,6.5,177500
60,RL,92.0,10120,Pave,nan,4,Lvl,AllPub,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1994,Hip,CompShg,VinylSd,VinylSd,BrkFace,391.0,4,3,PConc,4,3,1,6,740,1,0,425,1165,GasA,5,1,SBrkr,1203,1323,0,2526,1,0,2,1,4,1,4,8,Typ,1,3,Attchd,1994.0,2,3,844,3,3,Y,309,78,0,0,0,0,0,nan,nan,0,12,2006,WD,Normal,3691,12,12,3.5,78,1,1,1,0,6.5,290000
20,RL,73.0,8688,Pave,nan,4,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,228.0,4,3,PConc,4,3,3,1,0,1,0,1616,1616,GasA,5,1,SBrkr,1616,0,0,1616,0,0,2,0,3,1,4,7,Typ,0,0,Attchd,2005.0,2,3,834,3,3,Y,208,59,0,0,0,0,0,nan,nan,0,4,2006,WD,Normal,3232,1,1,2.0,59,1,1,0,0,6.0,232000
160,RM,32.0,3363,Pave,nan,4,Lvl,AllPub,Inside,3,Edwards,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,117.0,4,3,PConc,4,3,1,1,0,1,0,976,976,GasA,5,1,SBrkr,976,732,0,1708,0,0,2,0,3,1,4,7,Maj1,0,0,Detchd,2004.0,1,2,380,3,3,Y,0,40,0,0,0,0,0,nan,nan,0,4,2006,WD,Normal,2684,2,2,2.0,40,1,1,0,0,6.0,130000
20,RL,108.0,13173,Pave,nan,3,Lvl,AllPub,Corner,3,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,300.0,4,3,PConc,5,3,1,6,1572,1,0,80,1652,GasA,5,1,SBrkr,1652,0,0,1652,1,0,2,0,2,1,5,6,Typ,2,5,Attchd,2006.0,3,2,840,3,3,Y,404,102,0,0,0,0,0,nan,nan,0,11,2009,WD,Normal,3304,3,2,3.0,102,1,1,1,0,7.0,325000
120,RL,48.0,6955,Pave,nan,3,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,94.0,4,3,PConc,4,3,1,1,0,1,0,1368,1368,GasA,5,1,SBrkr,1368,0,0,1368,0,0,2,0,2,1,4,6,Typ,1,4,Attchd,2005.0,2,2,474,3,3,Y,132,35,0,0,0,0,0,nan,nan,0,9,2006,New,Partial,2736,1,0,2.0,35,1,1,1,0,6.0,202500
20,RL,60.0,8072,Pave,nan,4,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,3,4,PConc,4,4,1,5,746,1,0,244,990,GasA,5,1,SBrkr,990,0,0,990,1,0,1,0,3,1,3,5,Typ,0,0,Detchd,2000.0,1,2,480,3,3,Y,0,64,0,0,0,0,0,nan,nan,0,5,2009,WD,Normal,1980,15,14,2.0,64,1,1,0,0,5.0,138000
20,RM,100.0,12000,Pave,nan,4,Lvl,AllPub,Inside,3,OldTown,Norm,Norm,1Fam,1Story,5,7,1948,2005,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,3,3,CBlock,3,3,1,6,144,5,608,172,924,GasA,5,1,SBrkr,1122,0,0,1122,1,0,1,0,2,1,4,6,Typ,0,0,Attchd,1948.0,1,2,528,3,3,Y,0,36,0,0,0,0,0,GdWo,nan,0,5,2008,WD,Normal,2046,60,3,2.0,36,1,1,0,0,6.0,147000
20,RL,69.0,7153,Pave,nan,4,Lvl,AllPub,Inside,3,SawyerW,Norm,Norm,1Fam,1Story,6,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,88.0,3,3,CBlock,4,3,1,6,1200,1,0,78,1278,GasA,4,1,SBrkr,1294,0,0,1294,1,0,2,0,3,1,4,6,Typ,0,0,Attchd,1991.0,2,2,496,3,3,Y,112,51,0,0,0,0,0,GdWo,nan,0,6,2008,WD,Normal,2572,17,17,3.0,51,1,1,0,0,5.5,179200
20,RL,100.0,17500,Pave,nan,4,Lvl,AllPub,Inside,3,Crawfor,PosA,Norm,1Fam,1Story,7,8,1959,2002,Gable,CompShg,BrkFace,HdBoard,BrkFace,0.0,4,4,PConc,4,3,3,6,1406,1,0,496,1902,GasA,3,1,SBrkr,1902,0,0,1902,1,0,2,0,3,1,5,7,Typ,2,3,Attchd,1959.0,3,2,567,3,3,Y,0,207,162,0,0,0,0,nan,nan,0,5,2010,WD,Normal,3804,51,8,3.0,369,1,1,1,0,7.5,335000
20,RL,68.0,8814,Pave,nan,4,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,4,3,PConc,4,3,1,6,925,1,0,349,1274,GasA,5,1,SBrkr,1274,0,0,1274,1,0,2,0,3,1,4,6,Typ,0,0,Attchd,2005.0,2,2,508,3,3,Y,264,98,0,0,0,0,0,nan,nan,0,1,2007,New,Partial,2548,2,0,3.0,98,1,1,0,0,6.0,203000
60,RL,69.0,9572,Pave,nan,3,Lvl,AllPub,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1990,1990,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,336.0,4,3,PConc,5,3,1,6,482,1,0,971,1453,GasA,5,1,SBrkr,1453,1357,0,2810,0,0,2,1,4,1,4,9,Typ,1,5,Attchd,1990.0,2,2,750,4,4,Y,500,0,0,0,0,0,0,nan,nan,0,6,2007,WD,Normal,4263,17,17,2.5,0,1,1,1,0,6.5,302000
60,RL,108.0,14774,Pave,nan,3,Lvl,AllPub,Corner,3,NoRidge,Norm,Norm,1Fam,2Story,9,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,165.0,4,3,PConc,4,3,1,1,0,1,0,1393,1393,GasA,5,1,SBrkr,1422,1177,0,2599,0,0,2,1,4,1,4,10,Typ,1,3,BuiltIn,1999.0,3,3,779,3,3,Y,668,30,0,0,0,0,0,nan,nan,0,5,2010,WD,Normal,3992,11,11,2.5,30,1,1,1,0,7.0,333168
20,RL,60.0,8190,Pave,nan,4,Lvl,AllPub,Inside,3,Edwards,Norm,Norm,1Fam,1Story,4,6,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,3,3,CBlock,3,3,1,3,732,1,0,216,948,GasA,5,1,SBrkr,948,0,0,948,1,0,1,0,3,1,3,5,Typ,1,3,Detchd,1956.0,1,1,280,3,3,Y,0,36,0,0,0,0,0,nan,nan,0,10,2007,WD,Normal,1896,53,53,2.0,36,1,1,1,0,5.0,119000
60,RL,85.0,11075,Pave,nan,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,2Story,6,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,3,3,CBlock,2,3,2,5,500,2,276,176,952,GasA,3,1,SBrkr,1092,1020,0,2112,0,0,2,1,4,1,3,9,Typ,2,4,Attchd,1969.0,1,2,576,3,3,Y,280,0,0,0,0,0,0,nan,nan,0,6,2008,WD,Normal,3064,39,39,2.5,0,1,1,1,0,5.5,206900
20,RL,61.0,10226,Pave,nan,3,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,270.0,4,3,PConc,5,3,4,1,0,1,0,1622,1622,GasA,5,1,SBrkr,1630,0,0,1630,1,0,2,0,3,1,5,8,Typ,1,4,Attchd,2008.0,2,3,860,3,3,Y,172,42,0,0,0,0,0,nan,nan,0,1,2009,WD,Normal,3252,1,1,3.0,42,1,1,1,0,6.5,295493
120,FV,47.0,4230,Pave,Pave,4,Lvl,AllPub,Corner,3,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,3,PConc,5,4,1,1,0,1,0,1352,1352,GasA,5,1,SBrkr,1352,0,0,1352,0,0,2,0,2,1,4,5,Typ,1,4,Attchd,2006.0,2,2,466,3,3,Y,0,241,0,0,0,0,0,nan,nan,0,4,2007,New,Partial,2704,1,0,2.0,241,1,1,1,0,6.0,208900
20,RL,69.0,14781,Pave,nan,2,Lvl,AllPub,CulDSac,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,178.0,4,3,PConc,4,3,4,1,0,1,0,1753,1753,GasA,5,1,SBrkr,1787,0,0,1787,0,0,2,0,3,1,4,7,Typ,1,3,Attchd,2001.0,2,3,748,3,3,Y,198,150,0,0,0,0,0,nan,nan,0,8,2006,WD,Normal,3540,5,4,2.0,150,1,1,1,0,6.5,275000
20,RL,75.0,10215,Pave,nan,4,Bnk,AllPub,Inside,3,Edwards,Norm,Norm,1Fam,1Story,4,5,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,132.0,3,3,PConc,3,3,1,5,492,1,0,372,864,GasA,5,1,SBrkr,948,0,0,948,0,0,1,0,3,1,3,5,Typ,0,0,Attchd,1954.0,1,1,248,3,3,Y,0,0,0,0,0,0,0,nan,nan,0,2,2007,WD,Normal,1812,53,53,1.0,0,1,1,0,0,4.5,111000
20,RL,70.0,8400,Pave,nan,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,3,1957,1957,Hip,CompShg,BrkFace,BrkFace,BrkFace,0.0,3,3,CBlock,3,3,1,5,189,3,661,628,1478,GasA,4,1,SBrkr,1478,0,0,1478,1,0,1,1,3,1,3,6,Typ,2,4,Attchd,1957.0,2,2,442,3,3,Y,114,0,0,0,216,0,0,nan,nan,0,6,2009,WD,Normal,2956,52,52,2.5,216,1,1,1,0,4.5,156500
20,RL,69.0,6627,Pave,nan,3,Lvl,AllPub,Corner,3,BrkSide,Feedr,Norm,1Fam,1Story,3,6,1949,1950,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.0,3,3,CBlock,0,0,0,0,0,0,0,0,0,Floor,3,0,SBrkr,720,0,0,720,0,0,1,0,2,1,3,4,Typ,0,0,Detchd,1955.0,1,1,287,3,2,Y,0,0,0,0,0,0,0,nan,nan,0,7,2008,WD,Normal,720,59,58,1.0,0,1,0,0,0,4.5,72500
60,RL,107.0,10186,Pave,nan,3,Lvl,AllPub,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,4,3,PConc,4,3,1,6,674,1,0,76,750,GasA,5,1,SBrkr,1061,862,0,1923,1,0,2,1,3,1,4,8,Typ,1,3,Attchd,1992.0,2,2,564,3,3,Y,240,39,0,0,0,0,0,nan,nan,0,6,2010,WD,Normal,2673,18,18,3.5,39,1,1,1,0,6.0,190000
30,RL,50.0,5330,Pave,nan,4,HLS,AllPub,Inside,3,BrkSide,Norm,Norm,1Fam,1Story,4,7,1940,1950,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.0,2,3,CBlock,3,3,1,2,280,1,0,140,420,GasA,4,1,SBrkr,708,0,0,708,0,0,1,0,2,1,2,5,Typ,0,0,nan,1980.0,0,0,0,0,0,Y,164,0,0,0,0,0,0,nan,nan,0,12,2009,WD,Normal,1128,69,59,1.0,0,0,1,0,0,5.5,82500
20,RL,75.0,9986,Pave,nan,4,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,428.0,4,3,PConc,5,3,3,1,0,1,0,1795,1795,GasA,5,1,SBrkr,1795,0,0,1795,0,0,2,0,2,1,4,7,Typ,1,4,Attchd,2007.0,2,3,895,3,3,Y,0,49,0,0,0,0,0,nan,nan,0,2,2007,New,Partial,3590,1,0,2.0,49,1,1,1,0,6.5,147000
30,RM,40.0,3636,Pave,nan,4,Lvl,AllPub,Inside,3,IDOTRR,Norm,Norm,1Fam,1Story,4,4,1922,1950,Gable,CompShg,AsbShng,AsbShng,BrkFace,0.0,3,3,BrkTil,3,2,1,1,0,1,0,796,796,GasA,2,0,SBrkr,796,0,0,796,0,0,1,0,2,1,3,5,Typ,0,0,nan,1980.0,0,0,0,0,0,N,0,0,100,0,0,0,0,MnPrv,nan,0,1,2008,WD,Normal,1592,86,58,1.0,100,0,1,0,0,4.0,55000
30,RH,70.0,4270,Pave,nan,4,Bnk,AllPub,Inside,2,Edwards,Norm,Norm,1Fam,1Story,3,6,1931,2006,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,3,3,BrkTil,3,3,1,3,544,1,0,0,544,GasA,5,1,SBrkr,774,0,0,774,0,0,1,0,3,1,4,6,Typ,0,0,nan,1980.0,0,0,0,0,0,Y,0,0,286,0,0,0,0,nan,nan,0,5,2007,WD,Normal,1318,76,1,1.0,286,0,1,0,0,4.5,79000
20,RL,60.0,6600,Pave,nan,4,Lvl,AllPub,Inside,3,Mitchel,Norm,Norm,1Fam,1Story,5,9,1982,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,4,CBlock,3,3,1,5,641,1,0,175,816,GasA,5,1,SBrkr,816,0,0,816,0,1,1,0,3,1,4,5,Typ,1,5,Attchd,1982.0,1,1,264,3,3,Y,0,0,0,0,0,0,0,MnPrv,nan,0,10,2008,WD,Normal,1632,26,0,1.5,0,1,1,1,0,7.0,130500
50,RM,60.0,10440,Pave,Grvl,4,Lvl,AllPub,Corner,3,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,BrkFace,Wd Sdng,BrkFace,0.0,4,4,BrkTil,4,3,1,2,493,1,0,1017,1510,GasW,5,1,SBrkr,1584,1208,0,2792,0,0,2,0,5,1,3,8,Mod,2,3,Detchd,1920.0,1,2,520,2,3,Y,0,547,0,0,480,0,0,MnPrv,Shed,1150,6,2008,WD,Normal,4302,88,58,2.0,1027,1,1,1,0,6.5,256000
60,RL,63.0,9084,Pave,nan,3,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.0,3,3,PConc,4,3,1,1,0,1,0,935,935,GasA,4,1,SBrkr,955,677,0,1632,0,0,2,1,3,1,3,8,Typ,1,3,Attchd,1998.0,3,2,462,3,3,Y,0,28,0,0,0,0,0,nan,nan,0,6,2006,WD,Normal,2567,8,8,2.5,28,1,1,1,0,6.0,176500
20,RL,85.0,10000,Pave,nan,4,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,410.0,4,3,PConc,4,4,3,1,0,1,0,1588,1588,GasA,5,1,SBrkr,1588,0,0,1588,0,0,2,0,3,1,4,7,Typ,1,4,Attchd,2006.0,2,3,825,3,3,Y,144,45,0,0,0,0,0,nan,nan,0,12,2007,WD,Normal,3176,1,1,2.0,45,1,1,1,0,6.5,227000
80,RL,55.0,10780,Pave,nan,3,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,SLvl,5,5,1976,1976,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,3,3,CBlock,3,3,3,5,483,1,0,428,911,GasA,4,1,SBrkr,954,0,0,954,0,0,1,0,3,1,3,6,Typ,0,0,Detchd,1976.0,1,2,576,3,3,Y,0,0,0,0,0,0,0,nan,nan,0,7,2006,WD,Normal,1865,30,30,1.0,0,1,1,0,0,5.0,132500
20,RL,67.0,8877,Pave,nan,4,Lvl,AllPub,Inside,2,Edwards,Norm,Norm,1Fam,1Story,4,6,1938,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,3,3,CBlock,3,3,2,5,690,1,0,126,816,GasA,5,1,SBrkr,816,0,0,816,1,0,1,0,2,1,3,3,Typ,1,4,Detchd,1958.0,1,1,288,2,2,Y,0,0,0,0,0,0,0,nan,nan,0,5,2009,WD,Normal,1632,71,51,2.0,0,1,1,1,0,5.0,100000
50,RM,60.0,7200,Pave,nan,4,Lvl,AllPub,Corner,3,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,6,1938,1995,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,3,3,CBlock,3,3,1,1,0,1,0,803,803,GasA,5,1,SBrkr,803,557,0,1360,0,0,1,1,2,1,4,6,Typ,0,0,Detchd,1951.0,1,1,297,3,3,Y,0,65,190,0,0,0,0,MnPrv,nan,0,7,2006,WD,Normal,2163,68,11,1.5,255,1,1,0,0,5.5,125500
160,RM,24.0,2368,Pave,nan,4,Lvl,AllPub,Inside,3,BrDale,Norm,Norm,TwnhsE,2Story,5,6,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,312.0,3,3,CBlock,3,3,1,2,765,1,0,0,765,GasA,3,1,SBrkr,765,600,0,1365,0,0,1,1,3,1,3,7,Min1,0,0,Attchd,1970.0,1,2,440,3,3,Y,0,36,0,0,0,0,0,nan,nan,0,5,2009,WD,Normal,2130,39,39,1.5,36,1,1,0,0,5.5,125000
20,RL,80.0,9650,Pave,nan,4,Lvl,AllPub,Inside,3,NWAmes,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,360.0,3,3,CBlock,4,3,1,5,686,1,0,664,1350,GasA,3,1,SBrkr,1334,0,0,1334,0,1,2,0,2,1,3,6,Typ,1,3,Attchd,1977.0,2,2,630,3,3,Y,0,16,0,0,0,0,0,nan,nan,0,4,2009,WD,Normal,2684,32,32,2.5,16,1,1,1,0,5.5,167900
90,RL,87.0,9246,Pave,nan,3,Lvl,AllPub,Inside,3,NWAmes,Feedr,Norm,Duplex,1Story,5,5,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,564.0,3,3,CBlock,3,3,1,1,0,1,0,1656,1656,GasA,3,1,SBrkr,1656,0,0,1656,0,0,2,0,4,2,3,8,Typ,0,0,Detchd,1973.0,1,2,506,3,3,Y,0,211,0,0,0,0,0,nan,nan,0,11,2008,WD,Normal,3312,35,35,2.0,211,1,1,0,0,5.0,135000
30,RM,153.0,4118,Pave,Grvl,3,Bnk,AllPub,Corner,2,OldTown,Feedr,Norm,1Fam,1Story,4,4,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,3,3,CBlock,3,3,1,1,0,1,0,693,693,Grav,2,0,FuseA,693,0,0,693,0,0,1,0,2,1,2,4,Typ,0,0,nan,1980.0,0,0,0,0,0,N,0,20,0,0,0,0,0,nan,nan,0,3,2006,WD,Normal,1386,65,56,1.0,20,0,1,0,0,4.0,52500
60,RL,95.0,13450,Pave,nan,3,Lvl,AllPub,Corner,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,3,PConc,4,3,1,6,700,1,0,216,916,GasA,5,1,SBrkr,920,941,0,1861,1,0,2,1,3,1,4,8,Typ,0,0,BuiltIn,2002.0,2,2,492,3,3,Y,146,91,0,0,0,0,0,nan,nan,0,6,2006,WD,Normal,2777,4,4,3.5,91,1,1,0,0,6.0,200000
20,RL,120.0,9560,Pave,nan,3,Lvl,AllPub,Corner,3,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Hip,CompShg,MetalSd,MetalSd,BrkFace,0.0,3,4,CBlock,3,3,2,3,360,1,0,504,864,GasA,5,1,SBrkr,864,0,0,864,0,0,1,0,3,1,3,5,Typ,0,0,Attchd,1972.0,2,1,288,3,3,Y,0,0,0,0,0,0,0,nan,nan,0,6,2006,WD,Normal,1728,34,34,1.0,0,1,1,0,0,6.0,128500
20,RL,70.0,8294,Pave,nan,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,3,3,CBlock,3,3,1,1,0,1,0,858,858,GasA,3,1,SBrkr,872,0,0,872,0,0,1,0,3,1,3,5,Typ,0,0,Detchd,1974.0,1,4,480,3,3,Y,0,0,0,0,0,0,0,GdWo,nan,0,6,2007,WD,Normal,1730,36,36,1.0,0,1,1,0,0,4.5,123000
20,RL,66.0,13695,Pave,nan,4,Lvl,AllPub,Inside,3,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,3,3,PConc,4,3,1,6,814,1,0,300,1114,GasA,5,1,SBrkr,1114,0,0,1114,1,0,1,0,3,1,4,6,Typ,0,0,Detchd,2004.0,1,2,576,3,3,Y,0,78,0,0,0,0,0,nan,nan,0,7,2008,WD,Normal,2228,5,4,2.0,78,1,1,0,0,5.5,155000
60,RL,69.0,9375,Pave,nan,4,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,149.0,4,3,PConc,4,3,1,1,0,1,0,1284,1284,GasA,5,1,SBrkr,1284,885,0,2169,0,0,2,1,3,1,4,7,Typ,1,4,Attchd,2002.0,2,2,647,3,3,Y,192,87,0,0,0,0,0,nan,nan,0,8,2007,WD,Normal,3453,5,5,2.5,87,1,1,1,0,6.5,228500
50,RL,57.0,7558,Pave,nan,4,Bnk,AllPub,Inside,3,Crawfor,Norm,Norm,1Fam,1.5Fin,6,6,1928,1950,Gable,CompShg,BrkFace,Stone,BrkFace,0.0,3,3,BrkTil,3,3,1,1,0,1,0,896,896,GasA,4,1,SBrkr,1172,741,0,1913,0,0,1,1,3,1,3,9,Typ,1,3,Detchd,1929.0,1,2,342,2,2,Y,0,0,0,0,0,0,0,nan,nan,0,3,2009,WD,Normal,2809,81,59,1.5,0,1,1,1,0,6.0,177000
60,RL,85.0,11103,Pave,nan,3,Lvl,AllPub,Corner,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,3,PConc,4,3,1,1,0,1,0,728,728,GasA,5,1,SBrkr,728,728,0,1456,0,0,2,1,3,1,4,8,Typ,1,3,Attchd,2006.0,3,2,440,3,3,Y,0,0,0,0,0,0,0,nan,nan,0,7,2007,New,Partial,2184,1,1,2.5,0,1,1,1,0,6.0,155835
30,RM,50.0,6000,Pave,nan,4,Lvl,AllPub,Inside,3,OldTown,Norm,Norm,1Fam,1Story,4,4,1920,1950,Hip,CompShg,MetalSd,MetalSd,BrkFace,0.0,3,3,PConc,3,3,1,5,250,1,0,710,960,GasA,4,1,FuseA,960,0,0,960,0,0,1,0,2,1,2,5,Typ,0,0,Detchd,1997.0,1,1,308,3,3,Y,0,0,168,0,0,0,0,nan,nan,0,7,2007,WD,Normal,1920,87,57,1.0,168,1,1,0,0,4.0,108500
20,RL,69.0,20781,Pave,nan,2,Lvl,AllPub,CulDSac,3,NWAmes,PosN,Norm,1Fam,1Story,7,7,1968,2003,Hip,CompShg,BrkFace,HdBoard,BrkFace,0.0,3,3,CBlock,3,3,1,4,297,3,68,1203,1568,GasA,3,1,SBrkr,2156,0,0,2156,0,0,2,0,3,1,3,9,Typ,1,4,Attchd,1968.0,2,2,508,4,3,Y,0,80,0,290,0,0,0,nan,nan,0,6,2006,WD,Normal,3724,38,3,2.0,370,1,1,1,0,7.0,262500
